word_or_phrase,definition,etymology,english_cognates,related_words,language
vaut,[To be translated],Found 5 times across documents,,,french
jeune,[To be translated],Found 5 times across documents,,,french
conflits,[To be translated],Found 5 times across documents,,,french
décisions,[To be translated],Found 5 times across documents,,,french
suffixe,[To be translated],Found 5 times across documents,,,french
transformer,[To be translated],Found 5 times across documents,,,french
professionnels,[To be translated],Found 5 times across documents,,,french
attentes,[To be translated],Found 5 times across documents,,,french
dœsn,[To be translated],Found 5 times across documents,,,french
concentrer,[To be translated],Found 5 times across documents,,,french
émotionnelle,[To be translated],Found 5 times across documents,,,french
éclair,[To be translated],Found 5 times across documents,,,french
significations,[To be translated],Found 5 times across documents,,,french
intensité,[To be translated],Found 5 times across documents,,,french
frappé,[To be translated],Found 5 times across documents,,,french
concurrentiel,[To be translated],Found 5 times across documents,,,french
fly,[To be translated],Found 5 times across documents,,,french
poisson,[To be translated],Found 5 times across documents,,,french
flânerie,[To be translated],Found 5 times across documents,,,french
encourage,[To be translated],Found 5 times across documents,,,french
personnelle,[To be translated],Found 5 times across documents,,,french
has,[To be translated],Found 5 times across documents,,,french
illustre,[To be translated],Found 5 times across documents,,,french
ennuyeux,[To be translated],Found 5 times across documents,,,french
théâtre,[To be translated],Found 5 times across documents,,,french
déluge,[To be translated],Found 5 times across documents,,,french
fall,[To be translated],Found 5 times across documents,,,french
they,[To be translated],Found 5 times across documents,,,french
fer,[To be translated],Found 5 times across documents,,,french
two,[To be translated],Found 5 times across documents,,,french
step,[To be translated],Found 5 times across documents,,,french
suivre,[To be translated],Found 5 times across documents,,,french
échec,[To be translated],Found 5 times across documents,,,french
engendrer,[To be translated],Found 5 times across documents,,,french
inutiles,[To be translated],Found 5 times across documents,,,french
efficace,[To be translated],Found 5 times across documents,,,french
manger,[To be translated],Found 5 times across documents,,,french
afin,[To be translated],Found 5 times across documents,,,french
grands,[To be translated],Found 5 times across documents,,,french
obligatoire,[To be translated],Found 5 times across documents,,,french
garder,[To be translated],Found 5 times across documents,,,french
lourd,[To be translated],Found 5 times across documents,,,french
limite,[To be translated],Found 5 times across documents,,,french
test,[To be translated],Found 5 times across documents,,,french
méthode,[To be translated],Found 5 times across documents,,,french
adverbe,[To be translated],Found 5 times across documents,,,french
synonyme,[To be translated],Found 5 times across documents,,,french
ajoute,[To be translated],Found 5 times across documents,,,french
blague,[To be translated],Found 5 times across documents,,,french
mari,[To be translated],Found 5 times across documents,,,french
vraiment,[To be translated],Found 5 times across documents,,,french
louant,[To be translated],Found 5 times across documents,,,french
laudare,[To be translated],Found 5 times across documents,,,french
commune,[To be translated],Found 5 times across documents,,,french
montrer,[To be translated],Found 5 times across documents,,,french
poussins,[To be translated],Found 5 times across documents,,,french
quartiers,[To be translated],Found 5 times across documents,,,french
acheté,[To be translated],Found 5 times across documents,,,french
chauffeur,[To be translated],Found 5 times across documents,,,french
photos,[To be translated],Found 5 times across documents,,,french
côté,[To be translated],Found 5 times across documents,,,french
look,[To be translated],Found 5 times across documents,,,french
garde,[To be translated],Found 5 times across documents,,,french
figuré,[To be translated],Found 5 times across documents,,,french
étroit,[To be translated],Found 5 times across documents,,,french
issue,[To be translated],Found 5 times across documents,,,french
symbolisant,[To be translated],Found 5 times across documents,,,french
hors,[To be translated],Found 5 times across documents,,,french
trinquer,[To be translated],Found 5 times across documents,,,french
abord,[To be translated],Found 5 times across documents,,,french
millions,[To be translated],Found 5 times across documents,,,french
mathématiques,[To be translated],Found 5 times across documents,,,french
suivant,[To be translated],Found 5 times across documents,,,french
complexité,[To be translated],Found 5 times across documents,,,french
milieu,[To be translated],Found 5 times across documents,,,french
faciles,[To be translated],Found 5 times across documents,,,french
global,[To be translated],Found 5 times across documents,,,french
tableau,[To be translated],Found 5 times across documents,,,french
mur,[To be translated],Found 5 times across documents,,,french
projection,[To be translated],Found 5 times across documents,,,french
